144200	4.3380
144204	4.1980
144207	4.2920
144209	4.5960
144210	4.1980
144212	1.5700
144215	2.8300
144217	3.4860
144218	2.2610
144219	4.2420
144220	3.8920
144235	3.8360
144257	5.7950
144262	5.1300
144292	5.0900
144293	5.0650
144294	5.0400
144312	0.7640
144339	1.1350
144369	0.6040
144370	0.6160
144371	0.6560
144375	1.7320
144379	1.4490
144381	5.4150
144382	5.5450
144384	5.6700
144385	5.7100
144386	5.5850
144387	5.6550
144388	5.0950
144390	5.3650
144391	4.0680
144394	4.8120
144395	4.4100
144396	5.4700
144397	5.6650
144407	4.7800
144411	5.3550
144425	2.9220
144427	1.4520
144428	2.8120
144429	4.3320
144430	3.2400
144432	4.0760
144433	1.3400
144434	1.5050
144435	3.0700
144436	3.3400
144437	3.5600
144438	3.8740
144439	2.9880
144440	4.4560
144441	3.5180
144442	2.7200
144447	1.1580
144509	4.8740
144515	5.6600
144517	0.5240
144520	1.3070
144521	1.0390
144524	5.4750
144525	5.3900
144526	5.3650
144527	0.9360
144530	1.3990
144531	4.7680
144532	1.3470
144534	0.7460
144535	0.7120
144539	2.2380
144540	2.2410
144541	0.5440
144542	0.6380
144543	2.2380
144548	5.8050
144551	1.4000
144553	5.3250
144555	1.2280
144559	1.6350
144560	3.4420
144561	1.8570
144562	2.6620
144563	2.9620
144564	3.2200
144685	0.6200
144686	0.6180
144687	2.1300
144689	0.5260
144690	1.9140
144691	2.0900
144692	5.9080
144694	4.5080
144695	1.2120
144696	1.0400
144697	1.1580
144698	1.2080
144699	6.0300
144700	5.5920
144701	6.2000
144710	4.5120
144711	5.4700
144713	5.5200
144722	5.4900
144725	5.4200
144726	5.5000
144728	5.4500
144731	5.4950
144732	0.8100
144733	5.5000
144734	5.5100
144736	5.0300
144741	3.9960
144755	4.5940
144756	5.0700
144758	1.6030
144759	5.5250
144760	2.7780
144761	5.0850
144763	2.9700
144764	4.0660
144766	4.2020
144767	2.7220
144769	1.4530
144772	5.3000
144775	5.3900
144783	1.5890
144785	1.6530
144792	5.2050
144793	3.4300
144794	3.7380
144795	3.4320
144796	5.0950
144797	3.8300
144798	3.4340
144799	4.4960
144803	3.4320
144805	2.6410
144806	3.0060
144808	2.5990
144809	2.4880
144811	4.1320
144812	5.0700
144813	4.6960
144814	3.9180
144817	6.1600
144819	3.0160
144820	3.0180
144821	2.6970
144822	2.5590
144823	2.3650
144824	2.5250
144825	2.2630
144826	2.1670
144827	2.1230
144828	2.1270
144829	2.5660
144831	2.3140
144832	2.1100
144833	2.1700
144834	2.1680
144835	2.6590
144836	3.0240
144837	3.0240
144838	3.0200
144839	1.8470
144840	3.0220
144841	3.0180
144842	3.0380
144843	3.0280
144844	4.5800
144845	3.6300
144846	3.2860
144847	4.3540
144848	3.9960
144849	2.8840
144850	3.6860
144851	1.6600
144852	2.1160
144874	5.5250
144875	5.4700
144876	5.5000
144877	5.4950
144878	5.5250
144879	5.4750
144880	5.4950
144881	5.4500
144882	5.5300
144894	5.9700
144896	5.0650
144897	1.4150
144898	5.8000
144900	4.6580
144901	5.1000
144909	2.9440
144910	3.2340
144911	3.4840
144924	3.2840
144955	1.9260
144957	1.1220
144962	1.7970
144982	4.9100
144994	3.8420
144995	4.4800
144996	3.9520
144997	6.2050
144998	6.1900
144999	6.2350
145003	1.4550
145009	5.1600
145010	3.9820
145011	3.2780
145013	4.3240
145014	3.8140
145015	3.9980
145016	5.1500
145017	3.5520
145018	3.4800
145019	4.3440
145020	5.0600
145021	3.7540
145022	3.1720
145023	3.8380
145026	5.8750
145027	5.5300
145029	4.4480
145031	3.9580
145032	2.0340
145033	4.3820
145034	4.1720
145037	0.7760
145050	1.7010
145062	4.8400
145064	3.7820
145068	4.9650
145070	4.8880
145075	3.8300
145078	5.3950
145080	3.6940
145081	5.3050
145084	4.2080
145087	3.5680
145089	3.5980
145090	2.9260
145092	4.3200
145095	5.3050
145096	1.8110
145097	3.7500
145108	3.8720
145109	5.3950
145112	4.6220
145113	5.3650
145114	4.0320
145115	4.9750
145116	5.0150
145118	2.7400
145119	2.1200
145120	5.2750
145121	4.3800
145122	1.7300
145124	2.3760
145126	2.2380
145127	2.9580
145128	3.4360
145129	2.7210
145130	2.6520
145131	3.4080
145139	4.2580
145141	4.3600
145144	3.6920
145150	2.0780
145163	6.0250
145164	0.5880
145165	0.5920
145210	6.0250
145211	6.0150
145235	4.4660
145237	4.8160
145238	4.6360
145239	4.5280
145240	4.2640
145244	0.7760
145301	5.0550
145304	4.3520
145321	3.0680
145325	1.1480
145326	0.5360
145335	0.5160
145336	0.5700
145337	1.3690
145338	5.1250
145340	1.2290
145341	1.2370
145342	3.4140
145343	5.1350
145345	2.4330
145347	3.2060
145348	5.4200
145351	5.1500
145353	1.7280
145363	2.9340
145365	2.5940
145366	2.2740
145367	2.6690
145373	3.4340
145374	2.2940
145375	2.2620
145378	5.3100
145379	4.5120
145380	4.5980
145381	5.9750
145382	5.7400
145383	5.8450
145384	5.3100
145385	4.5580
145386	2.5900
145387	5.8800
145388	5.9750
145390	3.5140
145391	4.7580
145392	4.4020
145407	6.0200
145408	4.6900
145409	4.8900
145410	3.7340
145411	4.2360
145412	6.1500
145413	6.1000
145415	6.0600
145416	6.0450
145417	4.1400
145419	6.0450
145420	4.8950
145421	5.1850
145422	6.0600
145425	5.9850
145426	5.0700
145427	5.6450
145443	2.0340
145450	5.4400
145454	0.5180
145464	5.7150
145467	5.4850
145469	5.3850
145476	1.1980
145479	4.3440
145483	2.0040
145484	2.0060
145486	2.0030
145490	2.0038
145491	2.0048
145493	2.0038
145495	2.0040
145496	2.0038
145497	2.0038
145498	2.0048
145500	2.0038
145501	2.0070
145502	2.0040
145503	2.0036
145504	2.0060
145505	2.0038
145506	2.0038
145507	2.0040
145508	2.0036
145509	2.0036
145510	2.0038
145511	2.0038
145514	2.0040
145515	2.0040
145516	2.0046
145517	2.0042
145518	2.0036
145519	2.0040
145522	2.0042
145525	2.0030
145526	2.0038
145527	2.0038
145544	1.4300
145547	4.0080
145548	3.9180
145549	4.0380
145550	4.5280
145554	1.8220
145559	1.8670
145576	4.7840
145578	4.4580
145581	2.0730
145584	5.1000
145585	4.8950
145588	4.6960
145589	2.8490
145590	4.7800
145591	3.9920
145592	4.7580
145593	2.8690
145594	3.8260
145595	2.7600
145596	5.1550
145597	3.4200
145634	2.2560
145638	2.3210
145639	2.4340
145640	2.1090
145641	2.3000
145642	2.6710
145644	3.2660
145645	2.4520
145646	2.5770
145647	2.2120
145648	4.6160
145649	3.5100
145650	3.2340
145651	5.6300
145652	3.7800
145653	3.8580
145654	3.7880
145655	3.0680
145656	2.3300
145657	3.9920
145658	3.1260
145659	5.1350
145660	3.7940
145661	3.1400
145665	1.3720
145666	1.9890
145681	4.9950
145682	3.8180
145688	5.4350
145689	4.1740
145691	4.6360
145704	6.0950
145716	2.7400
145721	6.0400
145748	1.3680
145763	1.5260
145766	1.7060
145816	2.0046
145818	2.0040
145821	2.0036
145822	2.0044
145823	2.0038
145824	2.0036
145825	2.0036
145827	2.0036
145829	2.0036
145833	2.0036
145834	2.0036
145836	2.0036
145845	2.0032
145847	2.0084
145848	2.0036
145857	4.9450
145858	4.5000
145860	3.5300
145862	3.8240
145866	3.8400
145881	4.8300
145887	5.0000
145889	1.8660
145890	4.2500
145891	5.1600
145906	3.4520
145912	4.4320
145913	3.8400
145916	3.3600
145917	3.9980
145926	5.7250
145929	5.7300
145934	5.7350
145941	5.3750
145950	5.4950
145995	5.1550
146014	1.2820
146015	5.6450
146024	2.0036
146025	2.0036
146026	2.0032
146030	2.0062
146033	2.0498
146036	1.9736
146042	2.2510
146046	3.5220
146049	3.5200
146052	2.4440
146061	1.6220
146062	2.3310
146063	2.3080
146064	3.0920
146066	1.6290
146067	2.5530
146068	1.6530
146069	1.6600
146070	3.0080
146071	3.1180
146081	4.2860
146087	4.4080
146092	2.1900
146100	1.8880
146103	1.3870
